Artículo,Fuente Suministro,Inventario,Backorder,Importancia RFM,Alerta,Monto USD,Última Compra,Compras Recomendadas,Recomendacion USD
mi007,ito koyama - resortes,69.0,0.0,0,amarillo,9.6,148.0,100,960.0
hy-014,ito koyama - palieres,151.0,0.0,2,verde,7.12,100.0,100,712.0
c-1314,sakura filter,2831.0,0.0,3,verde,4.5,330.0,5850,26325.0
a-5541-s,sakura filter,0.0,0.0,3,rojo,6.77,288.0,3000,20310.0
99939,versachem - usa,11210.0,0.0,3,verde,1.8,28800.0,7050,12690.0
dt-123v,aisin - japon,0.0,0.0,3,rojo,13.73,4560.0,8050,110526.5
c-1109,sakura filter,2624.0,0.0,3,amarillo,0.88,10000.0,14850,13068.0
48510-29277,ito koyama - amortiguadores,0.0,0.0,3,rojo,11.5,52.0,150,1725.0
fc-2904,sakura filter,3969.0,0.0,3,verde,2.5,2200.0,14000,35000.0
48700,narva,15620.0,0.0,3,verde,1.1531979274749755,18000.0,12450,14357.314197063446
ca-28160,sakura filter,114.0,0.0,0,verde,2.07,80.0,150,310.5
54650-2w100,ito koyama - amortiguadores,2.0,0.0,2,rojo,11.8,54.0,50,590.0
a-14600,sakura filter,0.0,0.0,0,rojo,1.81,100.0,150,271.5
e4303-5ha3a,ito koyama - amortiguadores,47.0,0.0,1,verde,10.8,60.0,100,1080.0
hy037,ito koyama - resortes,0.0,0.0,2,rojo,5.4,136.0,400,2160.0
a-7620-s,sakura filter,195.0,0.0,3,amarillo,2.37,225.0,350,829.5
083865750,monark - alemania,27.0,0.0,0,verde,,,50,
54661-a7400,ito koyama - amortiguadores,0.0,0.0,2,rojo,10.3,60.0,200,2060.0
17916,narva,43660.0,0.0,3,verde,0.23285727381706237,1000.0,45700,10641.57741343975
48607,narva,439.0,0.0,3,verde,6.919187564849854,200.0,250,1729.7968912124636
ik20,denso - bujias - japon,97.0,0.0,1,verde,4.91,192.0,150,736.5
rhy012,ito koyama - direccion,183.0,0.0,0,verde,3.16,180.0,150,474.0
a-71490,sakura filter,159.0,0.0,2,verde,22.58,21.0,100,2258.0
ca-65310,sakura filter,128.0,0.0,0,verde,1.1,100.0,100,110.00000000000001
by-001,ito koyama - palieres,284.0,0.0,3,verde,8.15,700.0,200,1630.0
mi001,ito koyama - resortes,0.0,0.0,2,rojo,4.52,64.0,200,903.9999999999999
to-731b,ito koyama - palieres,0.0,0.0,0,rojo,11.2,54.0,150,1680.0
fc-28011,sakura filter,1228.0,0.0,3,verde,3.05,348.0,1350,4117.5
a-1402,sakura filter,129.0,0.0,0,verde,2.25,100.0,50,112.5
sk-017,ito koyama - palieres,154.0,0.0,2,verde,5.62,60.0,200,1124.0
98014,narva,63.0,0.0,0,verde,4.996271479129792,100.0,100,499.6271479129792
mi005,ito koyama - resortes,70.0,0.0,0,verde,3.85,64.0,100,385.0
dt155/70r12,deestone,350.0,0.0,3,amarillo,15.0,250.0,950,14250.0
48520-12610-l,ito koyama - amortiguadores,0.0,0.0,3,rojo,12.3,102.0,350,4305.0
ca-65180,sakura filter,24.0,0.0,0,amarillo,1.98,240.0,100,198.0
sfc-79110,sakura filter,269.0,0.0,0,verde,8.45,36.0,150,1267.5
fs-18300,sakura filter,246.0,0.0,0,verde,6.2,32.0,100,620.0
d003,ito koyama - resortes,0.0,0.0,3,rojo,5.04,240.0,200,1008.0
t1078,ito koyama - trapecios,31.0,0.0,0,verde,8.84,40.0,50,442.0
eo-28060,sakura filter,131.0,0.0,0,verde,1.17,100.0,150,175.5
ho-5025,ito koyama - palieres,0.0,0.0,2,rojo,7.6,50.0,50,380.0
dtx-232a,aisin - japon,0.0,0.0,3,rojo,68.84,1000.0,800,55072.0
dtt225/65r17,deestone,0.0,0.0,2,rojo,36.58,200.0,350,12803.0
a-8604-s,sakura filter,275.0,0.0,3,amarillo,16.19,6.0,350,5666.5
k002,ito koyama - resortes,16.0,0.0,2,rojo,3.57,120.0,150,535.5
hy053,ito koyama - resortes,0.0,0.0,2,rojo,4.5,352.0,450,2025.0
17169,narva,670.0,0.0,2,verde,0.35811177492141727,1000.0,650,232.77265369892123
di1540ci500,valvoline,14.0,0.0,3,rojo,48.02,30.0,50,2401.0
ss02,ito koyama - resortes,28.0,0.0,0,verde,7.98,100.0,100,798.0
48530-52051,ito koyama - amortiguadores,0.0,0.0,3,rojo,6.6,200.0,200,1320.0
hy-823,ito koyama - palieres,0.0,0.0,2,rojo,9.2,50.0,100,919.9999999999999
mwmwc1498,wagner - pastillas,10.0,0.0,0,verde,11.2,20.0,50,560.0
56211-wf126,ito koyama - amortiguadores,0.0,0.0,2,rojo,6.7,60.0,50,335.0
a-1841-s,sakura filter,313.0,0.0,3,verde,18.84,100.0,50,942.0
48540-20820,ito koyama - amortiguadores,1.0,0.0,0,rojo,13.0,60.0,100,1300.0
48540-20820,ito koyama - amortiguadores,42.0,0.0,0,verde,13.0,60.0,100,1300.0
rmi001,ito koyama - direccion,42.0,0.0,1,amarillo,4.92,300.0,100,492.0
884577,valvoline - usa,155.0,0.0,2,verde,5.49,126.0,200,1098.0
17141,narva,1080.0,0.0,3,rojo,0.15523818254470825,3000.0,8200,1272.9530968666077
fc-5704,sakura filter,0.0,0.0,0,rojo,1.75,50.0,150,262.5
b32t34900c,ito koyama - amortiguadores,2.0,0.0,2,rojo,11.2,102.0,150,1680.0
ctx-170z,aisin - japon,1545.0,0.0,3,verde,62.12,100.0,600,37272.0
89543-0k060,enertech - encendido,0.0,0.0,0,rojo,8.76,140.0,100,876.0
schd-514,seco - embragues,48.0,0.0,3,verde,16.24,200.0,50,811.9999999999999
884569,valvoline - usa,4128.0,0.0,3,verde,5.39,504.0,2700,14553.0
c-71060,sakura filter,83.0,0.0,3,amarillo,4.85,198.0,150,727.5
332152,ito koyama - amortiguadores,88.0,0.0,3,verde,10.2,80.0,300,3060.0
sk011,ito koyama - resortes,132.0,0.0,2,verde,5.15,176.0,100,515.0
18038,narva,486.0,0.0,3,verde,15.941399919986724,600.0,350,5579.489971995354
a-2936,sakura filter,42.0,0.0,0,amarillo,3.32,60.0,50,166.0
4852087401,ito koyama - amortiguadores,40.0,0.0,2,verde,9.9,59.0,100,990.0
48510-12d20,ito koyama - amortiguadores,122.0,0.0,3,amarillo,10.3,240.0,350,3605.0000000000005
17635,narva,23000.0,0.0,3,verde,0.17741506576538085,40000.0,0,-1383.8375129699707
48321,narva,6060.0,0.0,3,verde,0.765102471113205,2000.0,5700,4361.084085345268
3330083,ito koyama - amortiguadores,117.0,0.0,3,amarillo,10.9,239.0,250,2725.0
ef-1306,sakura filter,88.0,0.0,0,verde,2.67,100.0,100,267.0
333741,ito koyama - amortiguadores,56.0,0.0,3,amarillo,9.7,102.0,250,2425.0
5u0413031,ito koyama - amortiguadores,0.0,0.0,3,rojo,11.6,104.0,450,5220.0
a-68380-s,sakura filter,64.0,0.0,2,amarillo,25.4,5.0,100,2540.0
ge-008,ito koyama - palieres,0.0,0.0,2,rojo,6.7,50.0,50,335.0
bdd030,ishikawa - discos de freno,50.0,0.0,0,amarillo,6.48,100.0,200,1296.0
t020,ito koyama - resortes,0.0,0.0,3,rojo,6.2,152.0,250,1550.0
48320,narva,6975.0,0.0,3,verde,0.8427215623855591,6000.0,2950,2486.0286090373993
c-1511,sakura filter,0.0,0.0,3,rojo,2.1,300.0,1150,2415.0
54650-g6250,ito koyama - amortiguadores,53.0,0.0,3,amarillo,10.9,84.0,250,2725.0
48006,narva,3181.0,0.0,3,verde,1.7808369386196135,15000.0,4650,8280.891764581203
to-2880,ito koyama - palieres,0.0,0.0,3,rojo,10.2,102.0,350,3569.9999999999995
a-8652-s,sakura filter,53.0,0.0,2,amarillo,26.68,83.0,100,2668.0
48510-19355,ito koyama - amortiguadores,0.0,0.0,3,rojo,10.1,60.0,200,2020.0
k007,ito koyama - resortes,0.0,0.0,0,rojo,6.8,80.0,50,340.0
tni009,ito koyama - direccion,22.0,0.0,0,amarillo,3.56,120.0,50,178.0
tkl-a-1000s,tkl - taiwan,18.0,0.0,0,amarillo,22.5,50.0,50,1125.0
r10300025,valvoline,132.0,0.0,1,verde,3.17,240.0,50,158.5
54303-5m400,ito koyama - amortiguadores,0.0,0.0,3,rojo,9.9,101.0,150,1485.0
a-28790,sakura filter,202.0,0.0,2,verde,1.73,140.0,150,259.5
eo-30140,sakura filter,241.0,0.0,2,verde,1.66,100.0,100,166.0
fc-2801,sakura filter,635.0,0.0,3,verde,2.8,816.0,2150,6020.0
q16r-u11,denso - bujias - japon,144.0,0.0,2,verde,0.99,192.0,0,0.0
t1063,ito koyama - trapecios,19.0,0.0,0,amarillo,10.72,40.0,100,1072.0
41801-59j10,ito koyama - amortiguadores,13.0,0.0,2,rojo,10.8,52.0,200,2160.0
a-gorros,sin definicion,0.0,0.0,0,verde,33.3972510276634,500.0,0,0.0
dttmlt265/70r16,deestone,0.0,0.0,2,rojo,67.0,26.0,200,13400.0
bdd093,ishikawa - discos de freno,122.0,0.0,0,verde,6.47,100.0,100,647.0
332153,ito koyama - amortiguadores,86.0,0.0,3,verde,10.2,80.0,450,4590.0
e6110-eb71a,ito koyama - amortiguadores,0.0,0.0,2,rojo,6.7,99.0,100,670.0
ni-032,ito koyama - palieres,0.0,0.0,3,rojo,7.2,50.0,200,1440.0
mi-801,ito koyama - palieres,142.0,0.0,0,verde,7.02,100.0,100,702.0
bto005,ito koyama - bocamazas,0.0,0.0,0,rojo,7.41,100.0,100,741.0
96586886,ito koyama - amortiguadores,0.0,0.0,3,rojo,10.7,60.0,250,2675.0
ca-1809-s,sakura filter,97.0,0.0,0,verde,1.55,100.0,100,155.0
cf-2631,mann - brasil,72.0,0.0,3,rojo,11.16523648738861,420.0,350,3907.8327705860133
3340047,ito koyama - amortiguadores,0.0,0.0,3,rojo,9.9,152.0,100,990.0
mwmwc815a,wagner - pastillas,8.0,0.0,0,rojo,12.4,20.0,50,620.0
a-1058,sakura filter,86.0,0.0,2,verde,2.37,120.0,150,355.5
mr197433,ito koyama - amortiguadores,1.0,0.0,2,rojo,10.1,60.0,100,1010.0
89545-0k240,enertech - encendido,0.0,0.0,0,rojo,8.76,140.0,100,876.0
48076,narva,603.0,0.0,3,verde,5.18939067363739,600.0,450,2335.2258031368256
e6200-eb71a,ito koyama - amortiguadores,82.0,0.0,0,verde,6.65,100.0,100,665.0
48520-19075,ito koyama - amortiguadores,0.0,0.0,3,rojo,10.1,60.0,200,2020.0
a-14490,sakura filter,472.0,0.0,2,verde,1.38,300.0,950,1311.0
ef-13090,sakura filter,192.0,0.0,0,verde,2.95,100.0,200,590.0
wc-57020,sakura filter,127.0,0.0,0,verde,5.69,132.0,100,569.0
bni003,ito koyama - bocamazas,0.0,0.0,0,rojo,8.16,120.0,200,1632.0
sfc-2201,sakura filter,0.0,0.0,0,rojo,4.59,108.0,150,688.5
sfc-5304-10,sakura filter,280.0,0.0,3,verde,7.8,180.0,500,3900.0
sk012,ito koyama - resortes,104.0,0.0,2,verde,5.36,240.0,350,1876.0
aty012,ito koyama - direccion,58.0,0.0,0,verde,2.18,300.0,50,109.00000000000001
r20500025,valvoline,2.0,0.0,3,rojo,3.17,360.0,150,475.5
c-16400,mann - brasil,122.0,0.0,3,rojo,10.75,60.0,550,5912.5
89546-0k240,enertech - encendido,0.0,0.0,0,rojo,8.76,140.0,100,876.0
41802-59j10,ito koyama - amortiguadores,12.0,0.0,2,amarillo,10.8,52.0,50,540.0
h-813/3,mann - brasil,102.0,0.0,0,amarillo,8.93,108.0,100,893.0
bdd007,ishikawa - discos de freno,18.0,0.0,0,amarillo,10.51,50.0,50,525.5
cac-26080,sakura filter,121.0,0.0,0,verde,4.14,40.0,50,206.99999999999997
a-1117,sakura filter,74.0,0.0,0,verde,2.9,54.0,100,290.0
ety001,ito koyama - direccion,71.0,0.0,3,rojo,2.35,1500.0,900,2115.0
17925,narva,26290.0,0.0,3,verde,0.3548301315307617,17600.0,26100,9261.06643295288
68196,narva,840.0,0.0,2,verde,2.289744985103607,1000.0,1000,2289.7449851036067
mz-2812a,ito koyama - palieres,0.0,0.0,0,rojo,8.9,100.0,50,445.0
a-33410,sakura filter,474.0,0.0,3,verde,3.17,400.0,800,2536.0
a-28560,sakura filter,76.0,0.0,2,amarillo,4.03,135.0,350,1410.5
c005,ito koyama - resortes,4.0,0.0,0,rojo,6.62,2.0,100,662.0
48510-12750-r,ito koyama - amortiguadores,0.0,0.0,3,rojo,12.3,102.0,250,3075.0
n014,ito koyama - resortes,1.0,0.0,3,rojo,3.68,552.0,350,1288.0
a-83100-s,sakura filter,166.0,0.0,3,verde,31.32,4.0,150,4698.0
o-1325,sakura filter,118.0,0.0,2,amarillo,3.28,300.0,250,820.0
o-1310,sakura filter,222.0,0.0,0,verde,4.61,96.0,150,691.5
as-5412,sakura filter,0.0,0.0,1,rojo,2.25,200.0,250,562.5
t1106,ito koyama - trapecios,28.0,0.0,2,amarillo,7.72,699.0,100,772.0
hy-009,ito koyama - palieres,0.0,0.0,3,rojo,6.5,200.0,600,3900.0
sfc-5705,sakura filter,195.0,0.0,0,verde,3.9,96.0,100,390.0
54302-54y00,ito koyama - amortiguadores,254.0,0.0,3,verde,9.9,300.0,400,3960.0
ctx-071,aisin - japon,860.0,0.0,3,verde,24.05,180.0,4950,119047.5
bto010,ito koyama - bocamazas,0.0,0.0,0,rojo,16.8,288.0,100,1680.0
fc-1104,sakura filter,554.0,0.0,3,amarillo,1.8,175.0,1500,2700.0
n012,ito koyama - resortes,0.0,0.0,2,rojo,5.8,120.0,200,1160.0
sf-1911-2,sakura filter,2529.0,0.0,3,verde,1.45,250.0,2100,3045.0
54660-1y200,ito koyama - amortiguadores,1.0,0.0,3,rojo,10.57,120.0,150,1585.5
re-014,ito koyama - palieres,0.0,0.0,2,rojo,6.6,50.0,150,990.0
48901,narva,20510.0,0.0,3,verde,1.6300009167194367,1500.0,59150,96414.55422395468
bto015,ito koyama - bocamazas,0.0,0.0,2,rojo,17.94,102.0,50,897.0000000000001
hy026,ito koyama - resortes,0.0,0.0,3,rojo,4.92,200.0,300,1476.0
89542-0k060,enertech - encendido,0.0,0.0,0,rojo,8.76,140.0,150,1314.0
icd862,ishikawa - pastillas de freno,142.0,0.0,0,verde,4.5,100.0,100,450.0
hy016,ito koyama - resortes,0.0,0.0,3,rojo,7.43,104.0,100,743.0
acb-003-cs,aisin - japon,126.0,0.0,0,verde,10.16,216.0,150,1524.0
a-61440,sakura filter,1706.0,0.0,3,verde,1.24,420.0,2200,2728.0
55361-22100,ito koyama - amortiguadores,53.0,0.0,2,verde,9.4,84.0,250,2350.0
55302-51y00,ito koyama - amortiguadores,0.0,0.0,3,rojo,9.8,68.0,200,1960.0000000000002
cf-300/1,mann - brasil,63.0,0.0,3,amarillo,7.65,108.0,100,765.0
n006,ito koyama - resortes,424.0,0.0,3,verde,4.3,648.0,650,2795.0
56210-0m011,ito koyama - amortiguadores,0.0,0.0,3,rojo,6.5,150.0,150,975.0
a-7002,sakura filter,60.0,0.0,0,verde,2.73,50.0,50,136.5
48510-12750,ito koyama - amortiguadores,0.0,0.0,3,verde,11.1,64.0,0,-2220.0
a-28820,sakura filter,84.0,0.0,0,amarillo,1.69,140.0,150,253.5
17109,narva,1970.0,0.0,2,verde,0.14107433557510377,4000.0,3050,430.27672350406647
17643,narva,26490.0,0.0,3,verde,0.24394571542739868,30000.0,26050,6354.785886883736
c-1717,sakura filter,167.0,0.0,3,verde,2.5,144.0,250,625.0
ge-007,ito koyama - palieres,28.0,0.0,2,amarillo,7.7,100.0,100,770.0
fc-1803,sakura filter,224.0,0.0,2,verde,2.49,240.0,150,373.50000000000006
ixeh20ett,denso - bujias - japon,56.0,0.0,0,rojo,6.55,96.0,200,1310.0
17629,narva,2370.0,0.0,3,verde,1.4414974093437196,2000.0,3300,4756.941450834274
t033,ito koyama - resortes,66.0,0.0,2,verde,8.85,64.0,50,442.5
tkl49011,tkl - taiwan,3.0,0.0,3,verde,7.25,600.0,0,-1087.5
tkl49011,tkl - taiwan,246.0,0.0,3,verde,7.25,600.0,0,-1087.5
fc-13190,sakura filter,33.0,0.0,0,amarillo,3.83,120.0,200,766.0
c-5703,sakura filter,0.0,0.0,0,rojo,1.94,180.0,50,97.0
485100d851,ito koyama - amortiguadores,0.0,0.0,3,rojo,10.1,246.0,1300,13130.0
fc-1702,sakura filter,239.0,0.0,3,amarillo,1.62,150.0,800,1296.0
18036,narva,361.0,0.0,3,verde,15.941399919986724,402.0,400,6376.55996799469
to-014f2,ito koyama - palieres,0.0,0.0,3,rojo,6.5,200.0,3550,23075.0
17317,narva,1780.0,0.0,1,amarillo,0.43407487869262695,2000.0,2450,1063.483452796936
54303-70n00,ito koyama - amortiguadores,82.0,0.0,2,verde,9.4,60.0,50,470.0
c-6001,sakura filter,187.0,0.0,2,verde,6.5,120.0,50,325.0
wk-1060/2,mann - brasil,1091.0,0.0,3,verde,11.99,1200.0,1300,15587.0
af9050m,prestone - mexico,0.0,0.0,3,rojo,8.18,240.0,600,4908.0
pk16tt,denso - bujias - japon,140.0,0.0,0,verde,2.18,96.0,250,545.0
48510-02150,ito koyama - amortiguadores,0.0,0.0,3,rojo,10.8,102.0,150,1620.0
17022,narva,640.0,0.0,1,verde,0.8464460134506225,600.0,1000,846.4460134506226
eo-26330,sakura filter,156.0,0.0,1,verde,3.86,208.0,100,386.0
paw68r500,prextoline - lubricantes,189.0,0.0,3,verde,20.55,100.0,150,3082.5
48531-26220,ito koyama - amortiguadores,156.0,0.0,0,verde,5.8,200.0,250,1450.0
pra300500,prextoline - lubricantes,234.0,0.0,3,verde,35.0,260.0,150,5250.0
17097,narva,7710.0,0.0,2,verde,0.11937059164047241,6000.0,0,-59.685295820236206
sk-1043,ito koyama - palieres,0.0,0.0,3,rojo,5.8,100.0,500,2900.0
a-8579-s,sakura filter,147.0,0.0,2,verde,28.78,6.0,100,2878.0
to-015,ito koyama - palieres,0.0,0.0,3,rojo,6.5,200.0,1050,6825.0
scki-448,seco - embragues,51.0,0.0,2,verde,13.2,100.0,100,1320.0
atfd35500,valvoline,10.0,0.0,2,verde,520.62,10.0,50,26031.0
pra500500,prextoline - lubricantes,49.0,0.0,2,verde,38.0,60.0,50,1900.0
n010,ito koyama - resortes,0.0,0.0,3,rojo,4.52,184.0,350,1581.9999999999998
srto007,ito koyama - cremalleras,41.0,0.0,3,verde,64.0,60.0,100,6400.0
tkl23016,tkl - taiwan,361.0,0.0,2,verde,7.2,300.0,250,1800.0
55361-2e501,ito koyama - amortiguadores,50.0,0.0,1,amarillo,11.4,100.0,100,1140.0
dt-628,aisin - japon,32.0,0.0,3,verde,46.55,60.0,150,6982.5
a-17200,sakura filter,156.0,0.0,2,verde,1.92,140.0,450,864.0
48951,narva,140.0,0.0,3,amarillo,2.727756636142731,200.0,300,818.3269908428192
48904,narva,210.0,0.0,3,verde,1.7917623186111449,1000.0,0,-358.352463722229
to-843,ito koyama - palieres,0.0,0.0,3,rojo,8.1,100.0,400,3240.0
48040,narva,870.0,0.0,3,verde,1.7187084496021272,1000.0,1750,3007.739786803723
rov1540100,rover - usa,209.0,0.0,2,amarillo,8.13,648.0,500,4065.0000000000005
c-6210,sakura filter,240.0,0.0,1,verde,2.9,144.0,50,145.0
n002,ito koyama - resortes,88.0,0.0,3,amarillo,6.62,200.0,300,1986.0
bhy004,ito koyama - bocamazas,0.0,0.0,0,rojo,16.07,54.0,50,803.5
eo-1801,sakura filter,225.0,0.0,3,amarillo,1.4,400.0,300,420.0
srb-156,seco - embragues,25.0,0.0,3,amarillo,7.94,200.0,100,794.0
sf-1911-30,sakura filter,0.0,0.0,2,rojo,1.47,150.0,400,588.0
ef-65030-s,sakura filter,106.0,0.0,3,verde,5.31,100.0,200,1062.0
41700-65j00,ito koyama - amortiguadores,117.0,0.0,3,amarillo,6.2,100.0,300,1860.0
ef-51040,sakura filter,260.0,0.0,2,verde,5.64,240.0,150,846.0
a-1158,sakura filter,338.0,0.0,2,amarillo,6.52,148.0,350,2282.0
55310-h9200,ito koyama - amortiguadores,0.0,0.0,3,rojo,6.4,80.0,350,2240.0
i-agenda,sin definicion,0.0,0.0,0,verde,45.421453034877615,500.0,0,0.0
rov1040025,rover - usa,996.0,0.0,2,verde,2.08,1008.0,500,1040.0
ch001,ito koyama - resortes,0.0,0.0,3,rojo,5.46,400.0,350,1911.0
4851009u70,ito koyama - amortiguadores,0.0,0.0,3,rojo,12.3,60.0,250,3075.0
c-18450/2,mann - brasil,97.0,0.0,0,rojo,11.93,30.0,400,4772.0
h75905500,valvoline,1.0,0.0,2,verde,675.0,6.0,50,33750.0
c-2807,sakura filter,292.0,0.0,1,verde,1.85,300.0,400,740.0
a-6118-s,sakura filter,376.0,0.0,3,verde,14.95,200.0,100,1495.0
17919,narva,2780.0,0.0,3,amarillo,0.8427215623855591,6000.0,9900,8342.943467617035
paw68a5500,prextoline - lubricantes,30.0,0.0,3,verde,205.0,30.0,50,10250.0
n005,ito koyama - resortes,416.0,0.0,3,amarillo,4.1,720.0,800,3279.9999999999995
48510-0d591,ito koyama - amortiguadores,0.0,0.0,3,rojo,10.3,70.0,750,7725.000000000001
a-6119m,sakura filter,0.0,0.0,2,rojo,10.0,81.0,100,1000.0
a-6117-s,sakura filter,343.0,0.0,3,verde,16.11,4.0,150,2416.5
56210-wf126,ito koyama - amortiguadores,0.0,0.0,2,rojo,6.6,60.0,100,660.0
aat-017,aisin - japon,0.0,0.0,2,rojo,85.84,204.0,700,60088.0
sfc-7103-30,sakura filter,0.0,0.0,3,rojo,5.4,240.0,350,1890.0000000000002
ef-18050,sakura filter,560.0,0.0,3,amarillo,3.7,125.0,1750,6475.0
c-1823,sakura filter,2187.0,0.0,3,verde,1.07,600.0,1800,1926.0
48351,narva,2412.0,0.0,3,verde,0.9868778192996979,2000.0,2050,2023.0995295643806
c-2103,sakura filter,0.0,0.0,1,rojo,1.66,500.0,400,664.0
di1540ci5500,valvoline,4.0,0.0,3,verde,502.66,4.0,50,25133.0
48222,narva,14960.0,0.0,2,verde,1.452585850954056,5300.0,36000,52293.090634346016
884558,valvoline - usa,126.0,0.0,2,amarillo,5.39,126.0,200,1078.0
sfc-79140-30,sakura filter,184.0,0.0,2,verde,6.81,132.0,100,681.0
t006,ito koyama - resortes,0.0,0.0,3,rojo,4.83,256.0,500,2415.0
a-28770-s,sakura filter,66.0,0.0,2,verde,31.09,1.0,50,1554.5
48350,narva,740.0,0.0,3,verde,1.3564839959144592,600.0,900,1220.8355963230133
bdd039,ishikawa - discos de freno,86.0,0.0,0,verde,7.2,100.0,100,720.0
dt-611u,aisin - japon,1.0,0.0,3,rojo,19.24,200.0,200,3847.9999999999995
48520-29285,ito koyama - amortiguadores,0.0,0.0,3,rojo,11.5,52.0,100,1150.0
b32t34700c,ito koyama - amortiguadores,0.0,0.0,2,rojo,11.2,101.0,150,1680.0
t018,ito koyama - resortes,0.0,0.0,3,rojo,4.3,200.0,550,2365.0
17649,narva,3630.0,0.0,3,verde,0.6294085741043091,2000.0,3950,2486.163867712021
48720,narva,310.0,0.0,2,verde,2.201496673822403,800.0,100,220.1496673822403
dt-625,aisin - japon,115.0,0.0,3,verde,51.93,50.0,50,2596.5
wk-1080/7x,mann - brasil,32.0,0.0,2,rojo,16.678703657388688,102.0,200,3335.7407314777374
rov530sn5500,rover - usa,15.0,0.0,2,verde,369.0,16.0,50,18450.0
ef-1801,sakura filter,0.0,0.0,2,rojo,3.91,300.0,150,586.5
a-1342-s,sakura filter,44.0,0.0,2,verde,27.84,7.0,100,2784.0
c-1012,sakura filter,384.0,0.0,3,verde,3.56,144.0,300,1068.0
48894,narva,518.0,0.0,1,verde,1.8978419601917267,600.0,200,379.56839203834534
c-1011,sakura filter,0.0,0.0,3,rojo,0.88,50.0,53000,46640.0
rxfc113644bep,wagner locked - usa,1317.0,0.0,3,verde,4.86,1728.0,500,2430.0
041063007,monark - alemania,58.0,0.0,2,verde,,,0,
044365004,monark - alemania,85.0,0.0,0,verde,,,0,
081466005,monark - alemania,7.0,0.0,0,verde,,,0,
081768135,monark - alemania,3.0,0.0,0,verde,,,0,
081769014,monark - alemania,19.0,0.0,0,verde,,,0,
082933005,monark - alemania,342.0,0.0,2,verde,,,0,
082952014,monark - alemania,196.0,0.0,2,verde,,,0,
082953005,monark - alemania,1563.0,0.0,2,verde,,,0,
082966030,monark - alemania,31.0,0.0,0,verde,,,0,
082966301,monark - alemania,68.0,0.0,0,verde,,,0,
082966304,monark - alemania,248.0,0.0,0,verde,,,0,
082988297,monark - alemania,34.0,0.0,0,verde,,,0,
083809154,monark - alemania,21.0,0.0,0,verde,,,0,
083857003,monark - alemania,156.0,0.0,2,verde,,,0,
083965005,monark - alemania,89.0,0.0,1,verde,,,0,
084060022,monark - alemania,6.0,0.0,0,verde,,,0,
085767000,monark - alemania,232.0,0.0,0,verde,,,0,
086456527,monark - alemania,64.0,0.0,0,verde,,,0,
087065827,monark - alemania,9.0,0.0,0,verde,,,0,
090491018,monark - alemania,42.0,0.0,0,verde,,,0,
10231905,ito koyama - amortiguadores,23.0,0.0,0,verde,7.54,100.0,0,0.0
17035,narva,1160.0,0.0,1,verde,0.3104763650894165,600.0,0,0.0
17038,narva,80.0,0.0,0,verde,0.3470339584350586,400.0,0,0.0
17051,narva,870.0,0.0,1,verde,0.21679041385650635,1000.0,0,0.0
17059,narva,10.0,0.0,1,verde,0.22788931131362913,400.0,0,0.0
17104,narva,230.0,0.0,1,verde,0.5208898544311523,200.0,0,0.0
17326,narva,470.0,0.0,1,verde,0.18448182344436648,400.0,0,0.0
17522,narva,330.0,0.0,1,verde,0.3168360197544098,600.0,0,0.0
17638,narva,15880.0,0.0,3,verde,0.3437416899204254,20000.0,0,0.0
18013,narva,87.0,0.0,0,verde,33.64771321773529,198.0,0,0.0
183101006,monark - alemania,552.0,0.0,2,verde,12.936681067943573,800.0,0,0.0
183450001,monark - alemania,327.0,0.0,2,verde,16.17355775356293,500.0,0,0.0
183450001,monark - alemania,2.0,0.0,2,verde,16.17355775356293,500.0,0,0.0
1k9371,vkntech,24.0,0.0,0,verde,45.0,110.0,0,0.0
1s0219,vkntech,18.0,0.0,0,verde,26.5,20.0,0,0.0
1s2919,vkntech,15.0,0.0,0,verde,26.5,20.0,0,0.0
1s6415-3,vkntech,6.0,0.0,0,verde,26.5,20.0,0,0.0
1s9840-2,vkntech,2.0,0.0,0,verde,26.5,20.0,0,0.0
1s9840-3,vkntech,14.0,0.0,0,verde,26.5,20.0,0,0.0
22150404,trw - brasil,8.0,0.0,0,verde,2.48,10.0,0,0.0
22150579,trw - brasil,8.0,0.0,0,verde,2.86,10.0,0,0.0
22150783,trw - brasil,3.0,0.0,0,verde,20.96,4.0,0,0.0
22150903,trw - brasil,8.0,0.0,0,verde,12.09,20.0,0,0.0
24546807,ito koyama - amortiguadores,90.0,0.0,0,verde,4.64,200.0,0,0.0
25995943,ito koyama - amortiguadores,83.0,0.0,0,verde,12.75,112.0,0,0.0
30003602,ito koyama - amortiguadores,22.0,0.0,0,verde,10.87,72.0,0,0.0
30003617,ito koyama - amortiguadores,66.0,0.0,0,verde,6.53,140.0,0,0.0
30009866,ito koyama - amortiguadores,21.0,0.0,0,verde,10.87,72.0,0,0.0
3221-8506skr,sakura - radiadores,30.0,0.0,0,verde,24.0,30.0,0,0.0
332011,ito koyama - amortiguadores,58.0,0.0,0,verde,10.1,56.0,0,0.0
332012,ito koyama - amortiguadores,72.0,0.0,0,verde,10.1,56.0,0,0.0
3321-8507skr,sakura - radiadores,29.0,0.0,0,verde,25.0,50.0,0,0.0
333604,ito koyama - amortiguadores,9.0,0.0,0,verde,10.7,60.0,0,0.0
