Artículo,Fuente Suministro,Inventario,Backorder,Importancia RFM,Alerta,Monto USD,Última Compra,Compras Recomendadas,Recomendacion USD
fc-2303,sakura filter,54.0,0.0,0,verde,3.38,48.0,0,0.0
fc-28030,sakura filter,56.0,0.0,0,verde,4.16,36.0,0,0.0
fc-28070,sakura filter,111.0,0.0,0,verde,6.96,132.0,0,0.0
fc-28190,sakura filter,33.0,0.0,0,verde,3.0,125.0,0,0.0
fc-31040,sakura filter,136.0,0.0,0,verde,4.94,96.0,0,0.0
fc-45030,sakura filter,252.0,0.0,0,verde,3.4,252.0,0,0.0
fc-5101,sakura filter,82.0,0.0,0,verde,1.72,100.0,0,0.0
fc-5501,sakura filter,0.0,0.0,0,verde,2.6,25.0,0,0.0
fc-5504,sakura filter,256.0,0.0,0,verde,2.99,204.0,0,0.0
fc-5507,sakura filter,192.0,0.0,0,verde,2.99,204.0,0,0.0
fc-5613,sakura filter,17.0,0.0,0,verde,3.38,180.0,0,0.0
fc-5615,sakura filter,17.0,0.0,0,verde,2.4,24.0,0,0.0
fc-5713,sakura filter,0.0,0.0,0,verde,3.14,24.0,0,0.0
fc-62110,sakura filter,71.0,0.0,0,verde,2.93,125.0,0,0.0
fc-62150,sakura filter,292.0,0.0,0,verde,4.39,120.0,0,0.0
fc-6501,sakura filter,176.0,0.0,0,verde,2.93,204.0,0,0.0
fc-7102,sakura filter,26.0,0.0,0,verde,3.67,120.0,0,0.0
fc-7905,sakura filter,449.0,0.0,0,verde,1.92,36.0,0,0.0
fc-7913,sakura filter,90.0,0.0,0,verde,3.44,204.0,0,0.0
fi-807,ito koyama - palieres,81.0,0.0,0,verde,5.82,50.0,0,0.0
fo-003,ito koyama - palieres,32.0,0.0,0,verde,6.5,100.0,0,0.0
fs-1116,sakura filter,31.0,0.0,0,verde,4.42,100.0,0,0.0
fs-11730,sakura filter,117.0,0.0,0,verde,6.49,160.0,0,0.0
fs-1804,sakura filter,134.0,0.0,0,verde,2.6,50.0,0,0.0
fs-18291,sakura filter,377.0,0.0,3,verde,7.51,320.0,0,0.0
fs-18301,sakura filter,101.0,0.0,0,verde,8.89,128.0,0,0.0
fs-2301,sakura filter,223.0,0.0,0,verde,1.9,200.0,0,0.0
fs-26080,sakura filter,0.0,0.0,1,verde,3.9,550.0,0,0.0
fs-29090,sakura filter,328.0,0.0,0,verde,5.8,100.0,0,0.0
fs-31150,sakura filter,113.0,0.0,0,verde,9.32,100.0,0,0.0
fs-31200,sakura filter,110.0,0.0,0,verde,10.56,12.0,0,0.0
fs-31210,sakura filter,278.0,0.0,0,verde,7.85,288.0,0,0.0
fs-4301,sakura filter,158.0,0.0,3,verde,3.3,200.0,0,0.0
fs-8903,sakura filter,272.0,0.0,0,verde,2.72,50.0,0,0.0
ghm-1-1001,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1004s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1007s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1010s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1012s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1015s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1018s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1020s,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-1-1021,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2001,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2002,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2003,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2004,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2005,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2006,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2-2007,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2e-2008,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2e-2009,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2e-2010,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2e-2011,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2e-2012,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-2e-2013,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3-3001,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3-3002,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3-3003,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3-3004,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3-3005,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3-3006,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3e-3007,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3e-3008,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3e-3009,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm-3e-3010,ghm - filtros,0.0,0.0,0,verde,,,0,
ghm2430dd,ghm - frenos de aire,3.0,0.0,0,verde,12.86,20.0,0,0.0
ghm286965,ghm - frenos de aire,54.0,0.0,0,verde,4.0,250.0,0,0.0
ghm288539,ghm - frenos de aire,67.0,0.0,0,verde,5.0,100.0,0,0.0
ghm288540,ghm - frenos de aire,70.0,0.0,0,verde,5.0,100.0,0,0.0
ghm452710,ghm - frenos de aire,60.0,0.0,0,verde,2.29,400.0,0,0.0
ghm8123281,ghm - frenos de aire,37.0,0.0,0,verde,1.5,100.0,0,0.0
ghmt20,ghm - frenos de aire,63.0,0.0,0,verde,5.14,100.0,0,0.0
ghmt36,ghm - frenos de aire,40.0,0.0,0,verde,13.5,52.0,0,0.0
gm606111u,exedy - japon,78.0,0.0,0,verde,33.43,102.0,0,0.0
gmk1040ex,exedy - japon,33.0,0.0,0,verde,41.36,40.0,0,0.0
gmk1046ex,exedy - japon,34.0,0.0,0,verde,37.06,40.0,0,0.0
gw001,ito koyama - resortes,74.0,0.0,2,verde,6.3,120.0,0,0.0
h-11006z,mann - brasil,32.0,0.0,0,verde,14.411911154985429,32.0,0,0.0
h-38020,sakura filter,44.0,0.0,0,verde,22.5,60.0,0,0.0
h-5503,sakura filter,42.0,0.0,0,verde,4.22,60.0,0,0.0
h-55420,sakura filter,72.0,0.0,0,verde,3.31,50.0,0,0.0
h-5629,sakura filter,0.0,0.0,0,verde,16.5,100.0,0,0.0
h-56292,sakura filter,31.0,0.0,0,verde,18.0,18.0,0,0.0
h-56650,sakura filter,13.0,0.0,0,verde,9.5,45.0,0,0.0
h-7922,sakura filter,50.0,0.0,0,verde,22.0,9.0,0,0.0
h-962,mann - brasil,303.0,0.0,0,verde,9.61331172466278,200.0,0,0.0
h80900100,valvoline,45.0,0.0,0,verde,13.1,201.0,0,0.0
h85140025,valvoline,0.0,0.0,1,verde,3.51,120.0,0,0.0
h851405500,valvoline,6.0,0.0,2,verde,594.88,4.0,0,0.0
hc-5501,sakura filter,408.0,0.0,0,verde,3.06,204.0,0,0.0
hc-5508,sakura filter,40.0,0.0,0,verde,14.39,84.0,0,0.0
hc-7925,sakura filter,0.0,0.0,0,verde,,,0,
hc-79331,sakura filter,61.0,0.0,0,verde,8.0,66.0,0,0.0
hc-8811,sakura filter,21.0,0.0,0,verde,4.41,60.0,0,0.0
hdd315/80r22.5,deruibo,48.0,0.0,0,verde,104.0,60.0,0,0.0
hm11r22.5,deruibo,216.0,0.0,2,verde,94.0,170.0,0,0.0
hnc540,exedy - japon,11.0,0.0,0,verde,198.06,20.0,0,0.0
hnc548,exedy - japon,31.0,0.0,0,verde,91.3,50.0,0,0.0
hnd092u,exedy - japon,29.0,0.0,0,verde,117.81,40.0,0,0.0
ho-003,ito koyama - palieres,30.0,0.0,0,verde,6.62,50.0,0,0.0
ho-009,ito koyama - palieres,70.0,0.0,0,verde,6.62,50.0,0,0.0
ho-013,ito koyama - palieres,0.0,0.0,0,verde,6.9,50.0,0,0.0
ho-054,ito koyama - palieres,0.0,0.0,0,verde,7.4,50.0,0,0.0
hp295/80r22.5,deruibo,24.0,0.0,0,verde,116.0,20.0,0,0.0
hu-13125/3x,mann - brasil,38.0,0.0,0,verde,8.289853529930115,30.0,0,0.0
hu-1390/x,mann - brasil,40.0,0.0,0,verde,11.111469376087188,64.0,0,0.0
hu-721y,mann - brasil,50.0,0.0,0,verde,3.5557529449462892,60.0,0,0.0
hu-947/2x,mann - brasil,102.0,0.0,0,verde,5.02,102.0,0,0.0
hy-010,ito koyama - palieres,24.0,0.0,0,verde,7.0,50.0,0,0.0
hy-013,ito koyama - palieres,0.0,0.0,3,verde,7.1,100.0,0,0.0
hy-62026,ito koyama - palieres,0.0,0.0,0,verde,7.2,50.0,0,0.0
hy-630,ito koyama - palieres,0.0,0.0,0,verde,7.4,100.0,0,0.0
hy017,ito koyama - resortes,24.0,0.0,3,verde,4.62,296.0,0,0.0
hy035n,ito koyama - resortes,68.0,0.0,0,verde,,,0,
hy045,ito koyama - resortes,388.0,0.0,3,verde,4.5,640.0,0,0.0
hy047n,ito koyama - resortes,0.0,0.0,0,verde,,,0,
hy048n,ito koyama - resortes,0.0,0.0,0,verde,,,0,
hy050,ito koyama - resortes,0.0,0.0,1,verde,6.51,152.0,0,0.0
hy051,ito koyama - resortes,0.0,0.0,0,verde,4.0,200.0,0,0.0
hy052,ito koyama - resortes,0.0,0.0,0,verde,7.0,80.0,0,0.0
hy052n,ito koyama - resortes,32.0,0.0,0,verde,,,0,
hy055n,ito koyama - resortes,178.0,0.0,0,verde,,,0,
hy056,ito koyama - resortes,300.0,0.0,0,verde,6.3,392.0,0,0.0
hy056n,ito koyama - resortes,0.0,0.0,0,verde,,,0,
i-polos,sin definicion,0.0,0.0,0,verde,26.124001043264908,400.0,0,0.0
icd0001,ishikawa - pastillas de freno,82.0,0.0,0,verde,4.68,100.0,0,0.0
icd0002,ishikawa - pastillas de freno,47.0,0.0,0,verde,3.81,100.0,0,0.0
icd0003,ishikawa - pastillas de freno,97.0,0.0,0,verde,3.2,100.0,0,0.0
icd0005,ishikawa - pastillas de freno,4.0,0.0,0,verde,7.22,50.0,0,0.0
icd0008,ishikawa - pastillas de freno,75.0,0.0,0,verde,3.45,100.0,0,0.0
icd0009,ishikawa - pastillas de freno,233.0,0.0,1,verde,3.54,210.0,0,0.0
icd0010,ishikawa - pastillas de freno,98.0,0.0,0,verde,3.52,100.0,0,0.0
icd0012,ishikawa - pastillas de freno,73.0,0.0,0,verde,4.1,100.0,0,0.0
icd0013,ishikawa - pastillas de freno,191.0,0.0,0,verde,3.48,200.0,0,0.0
icd0014,ishikawa - pastillas de freno,13.0,0.0,0,verde,3.42,50.0,0,0.0
icd0015,ishikawa - pastillas de freno,11.0,0.0,0,verde,5.42,50.0,0,0.0
icd1036,ishikawa - pastillas de freno,77.0,0.0,0,verde,3.1,100.0,0,0.0
icd1039,ishikawa - pastillas de freno,79.0,0.0,0,verde,5.4,100.0,0,0.0
icd1055,ishikawa - pastillas de freno,39.0,0.0,0,verde,4.22,100.0,0,0.0
icd1086,ishikawa - pastillas de freno,66.0,0.0,0,verde,3.9,100.0,0,0.0
icd1089,ishikawa - pastillas de freno,77.0,0.0,0,verde,5.65,100.0,0,0.0
icd1095,ishikawa - pastillas de freno,1.0,0.0,0,verde,3.69,100.0,0,0.0
icd1097,ishikawa - pastillas de freno,63.0,0.0,0,verde,7.23,100.0,0,0.0
icd1107,ishikawa - pastillas de freno,5.0,0.0,0,verde,6.1,50.0,0,0.0
icd1114,ishikawa - pastillas de freno,67.0,0.0,0,verde,3.5,100.0,0,0.0
icd1137,ishikawa - pastillas de freno,45.0,0.0,0,verde,5.48,100.0,0,0.0
icd1157,ishikawa - pastillas de freno,79.0,0.0,0,verde,3.6,100.0,0,0.0
icd1191,ishikawa - pastillas de freno,129.0,0.0,0,verde,4.93,100.0,0,0.0
icd1202,ishikawa - pastillas de freno,31.0,0.0,0,verde,5.87,100.0,0,0.0
icd1211,ishikawa - pastillas de freno,135.0,0.0,1,verde,6.61,200.0,0,0.0
icd1212,ishikawa - pastillas de freno,128.0,0.0,0,verde,5.34,150.0,0,0.0
icd1215,ishikawa - pastillas de freno,77.0,0.0,0,verde,3.9,100.0,0,0.0
icd1216,ishikawa - pastillas de freno,100.0,0.0,0,verde,2.69,100.0,0,0.0
icd1225,ishikawa - pastillas de freno,446.0,0.0,0,verde,3.51,200.0,0,0.0
icd1235,ishikawa - pastillas de freno,0.0,0.0,0,verde,5.02,100.0,0,0.0
icd1258,ishikawa - pastillas de freno,54.0,0.0,0,verde,5.4,100.0,0,0.0
icd1261,ishikawa - pastillas de freno,96.0,0.0,0,verde,3.2,100.0,0,0.0
icd1275,ishikawa - pastillas de freno,102.0,0.0,0,verde,3.86,100.0,0,0.0
icd1284,ishikawa - pastillas de freno,68.0,0.0,0,verde,5.13,100.0,0,0.0
icd1295,ishikawa - pastillas de freno,140.0,0.0,0,verde,4.43,100.0,0,0.0
icd1297,ishikawa - pastillas de freno,43.0,0.0,0,verde,4.96,100.0,0,0.0
icd1301,ishikawa - pastillas de freno,1.0,0.0,0,verde,7.19,50.0,0,0.0
icd1303,ishikawa - pastillas de freno,23.0,0.0,0,verde,6.14,50.0,0,0.0
icd1304,ishikawa - pastillas de freno,33.0,0.0,0,verde,5.32,50.0,0,0.0
icd1314,ishikawa - pastillas de freno,73.0,0.0,0,verde,3.71,100.0,0,0.0
icd1321,ishikawa - pastillas de freno,0.0,0.0,0,verde,4.77,50.0,0,0.0
icd1324,ishikawa - pastillas de freno,53.0,0.0,0,verde,7.61,80.0,0,0.0
icd1338,ishikawa - pastillas de freno,11.0,0.0,0,verde,4.45,50.0,0,0.0
icd1345,ishikawa - pastillas de freno,62.0,0.0,2,verde,4.2,200.0,0,0.0
icd1391,ishikawa - pastillas de freno,66.0,0.0,0,verde,4.8,80.0,0,0.0
icd1423,ishikawa - pastillas de freno,209.0,0.0,1,verde,4.57,300.0,0,0.0
icd1434,ishikawa - pastillas de freno,164.0,0.0,0,verde,4.28,200.0,0,0.0
icd1435,ishikawa - pastillas de freno,65.0,0.0,0,verde,3.55,100.0,0,0.0
icd1447,ishikawa - pastillas de freno,80.0,0.0,0,verde,4.87,100.0,0,0.0
icd1462,ishikawa - pastillas de freno,84.0,0.0,0,verde,5.7,100.0,0,0.0
icd1470,ishikawa - pastillas de freno,114.0,0.0,0,verde,5.8,100.0,0,0.0
icd1471,ishikawa - pastillas de freno,136.0,0.0,2,verde,3.47,300.0,0,0.0
icd1490,ishikawa - pastillas de freno,184.0,0.0,0,verde,4.85,200.0,0,0.0
icd1497,ishikawa - pastillas de freno,7.0,0.0,0,verde,6.79,50.0,0,0.0
icd1519,ishikawa - pastillas de freno,421.0,0.0,1,verde,4.17,400.0,0,0.0
icd1522,ishikawa - pastillas de freno,134.0,0.0,0,verde,5.66,100.0,0,0.0
icd1543,ishikawa - pastillas de freno,288.0,0.0,2,verde,5.05,300.0,0,0.0
icd1544,ishikawa - pastillas de freno,0.0,0.0,1,verde,3.6,100.0,0,0.0
icd1555,ishikawa - pastillas de freno,70.0,0.0,0,verde,6.72,100.0,0,0.0
icd1571,ishikawa - pastillas de freno,87.0,0.0,0,verde,4.9,100.0,0,0.0
icd1572,ishikawa - pastillas de freno,187.0,0.0,0,verde,3.83,100.0,0,0.0
icd1595,ishikawa - pastillas de freno,127.0,0.0,0,verde,5.41,200.0,0,0.0
icd1601,ishikawa - pastillas de freno,12.0,0.0,0,verde,3.91,100.0,0,0.0
icd1614,ishikawa - pastillas de freno,109.0,0.0,0,verde,3.43,100.0,0,0.0
icd1623,ishikawa - pastillas de freno,76.0,0.0,0,verde,4.7,100.0,0,0.0
icd1624,ishikawa - pastillas de freno,75.0,0.0,0,verde,2.93,100.0,0,0.0
icd1643,ishikawa - pastillas de freno,62.0,0.0,0,verde,3.5,100.0,0,0.0
icd1661,ishikawa - pastillas de freno,96.0,0.0,1,verde,3.6,200.0,0,0.0
icd1673,ishikawa - pastillas de freno,60.0,0.0,0,verde,2.7,100.0,0,0.0
icd1676,ishikawa - pastillas de freno,748.0,0.0,0,verde,6.59,600.0,0,0.0
icd1679,ishikawa - pastillas de freno,159.0,0.0,0,verde,3.57,200.0,0,0.0
icd1712,ishikawa - pastillas de freno,72.0,0.0,0,verde,4.45,100.0,0,0.0
icd1728,ishikawa - pastillas de freno,8.0,0.0,0,verde,4.25,40.0,0,0.0
icd1729,ishikawa - pastillas de freno,81.0,0.0,0,verde,2.9,100.0,0,0.0
icd1731,ishikawa - pastillas de freno,97.0,0.0,0,verde,3.2,100.0,0,0.0
icd1737,ishikawa - pastillas de freno,21.0,0.0,0,verde,4.57,50.0,0,0.0
icd1759,ishikawa - pastillas de freno,221.0,0.0,0,verde,4.67,200.0,0,0.0
icd1815,ishikawa - pastillas de freno,6.0,0.0,0,verde,5.15,50.0,0,0.0
icd1830,ishikawa - pastillas de freno,306.0,0.0,0,verde,3.46,400.0,0,0.0
icd1846,ishikawa - pastillas de freno,87.0,0.0,0,verde,3.1,100.0,0,0.0
icd1847,ishikawa - pastillas de freno,43.0,0.0,1,verde,5.4,100.0,0,0.0
icd1852,ishikawa - pastillas de freno,306.0,0.0,0,verde,3.7,200.0,0,0.0
icd1855,ishikawa - pastillas de freno,51.0,0.0,0,verde,5.4,100.0,0,0.0
icd1864,ishikawa - pastillas de freno,40.0,0.0,0,verde,6.3,100.0,0,0.0
icd1879,ishikawa - pastillas de freno,91.0,0.0,0,verde,3.06,100.0,0,0.0
icd1883,ishikawa - pastillas de freno,233.0,0.0,0,verde,3.27,200.0,0,0.0
icd1886,ishikawa - pastillas de freno,31.0,0.0,0,verde,6.44,50.0,0,0.0
icd1935,ishikawa - pastillas de freno,118.0,0.0,2,verde,4.46,100.0,0,0.0
icd1937,ishikawa - pastillas de freno,89.0,0.0,0,verde,3.86,200.0,0,0.0
icd1941,ishikawa - pastillas de freno,130.0,0.0,0,verde,5.0,200.0,0,0.0
icd1942,ishikawa - pastillas de freno,135.0,0.0,1,verde,4.17,100.0,0,0.0
icd1950,ishikawa - pastillas de freno,161.0,0.0,3,verde,3.36,510.0,0,0.0
icd1963,ishikawa - pastillas de freno,109.0,0.0,0,verde,3.97,160.0,0,0.0
icd1964,ishikawa - pastillas de freno,242.0,0.0,0,verde,6.05,200.0,0,0.0
icd1965,ishikawa - pastillas de freno,127.0,0.0,0,verde,3.3,100.0,0,0.0
icd1984,ishikawa - pastillas de freno,214.0,0.0,0,verde,7.81,300.0,0,0.0
icd1985,ishikawa - pastillas de freno,221.0,0.0,0,verde,5.8,300.0,0,0.0
icd1999,ishikawa - pastillas de freno,17.0,0.0,0,verde,4.61,50.0,0,0.0
icd2007,ishikawa - pastillas de freno,74.0,0.0,0,verde,3.51,100.0,0,0.0
icd2017,ishikawa - pastillas de freno,56.0,0.0,0,verde,4.68,100.0,0,0.0
icd2019-9144,ishikawa - pastillas de freno,56.0,0.0,0,verde,6.53,100.0,0,0.0
icd2031,ishikawa - pastillas de freno,165.0,0.0,0,verde,5.2,200.0,0,0.0
icd2038,ishikawa - pastillas de freno,96.0,0.0,0,verde,4.0,100.0,0,0.0
icd2042,ishikawa - pastillas de freno,89.0,0.0,0,verde,3.25,100.0,0,0.0
icd2045,ishikawa - pastillas de freno,29.0,0.0,0,verde,5.36,50.0,0,0.0
icd2076,ishikawa - pastillas de freno,80.0,0.0,0,verde,4.24,50.0,0,0.0
icd2096,ishikawa - pastillas de freno,96.0,0.0,0,verde,4.13,100.0,0,0.0
icd2135,ishikawa - pastillas de freno,92.0,0.0,0,verde,3.0,100.0,0,0.0
icd2199,ishikawa - pastillas de freno,58.0,0.0,0,verde,5.05,50.0,0,0.0
icd2245,ishikawa - pastillas de freno,215.0,0.0,0,verde,8.25,200.0,0,0.0
icd2268,ishikawa - pastillas de freno,57.0,0.0,0,verde,7.09,50.0,0,0.0
icd2269,ishikawa - pastillas de freno,328.0,0.0,0,verde,3.49,200.0,0,0.0
icd2272,ishikawa - pastillas de freno,281.0,0.0,0,verde,3.55,200.0,0,0.0
icd2286,ishikawa - pastillas de freno,454.0,0.0,2,verde,4.32,200.0,0,0.0
icd2289,ishikawa - pastillas de freno,206.0,0.0,2,verde,4.1,200.0,0,0.0
icd2294,ishikawa - pastillas de freno,56.0,0.0,0,verde,4.75,60.0,0,0.0
icd2299,ishikawa - pastillas de freno,83.0,0.0,0,verde,4.89,100.0,0,0.0
icd2302,ishikawa - pastillas de freno,163.0,0.0,0,verde,7.29,100.0,0,0.0
icd2306-9541,ishikawa - pastillas de freno,59.0,0.0,0,verde,5.52,100.0,0,0.0
icd2310-9545,ishikawa - pastillas de freno,56.0,0.0,0,verde,7.71,100.0,0,0.0
icd2343,ishikawa - pastillas de freno,248.0,0.0,1,verde,3.35,100.0,0,0.0
icd242,ishikawa - pastillas de freno,281.0,0.0,2,verde,3.23,100.0,0,0.0
icd333,ishikawa - pastillas de freno,148.0,0.0,0,verde,5.2,200.0,0,0.0
icd350,ishikawa - pastillas de freno,60.0,0.0,0,verde,4.0,100.0,0,0.0
icd396,ishikawa - pastillas de freno,90.0,0.0,0,verde,3.3,100.0,0,0.0
icd402,ishikawa - pastillas de freno,80.0,0.0,0,verde,3.0,100.0,0,0.0
icd404,ishikawa - pastillas de freno,79.0,0.0,0,verde,4.42,100.0,0,0.0
icd436,ishikawa - pastillas de freno,21.0,0.0,0,verde,6.37,100.0,0,0.0
icd484,ishikawa - pastillas de freno,242.0,0.0,0,verde,4.5,400.0,0,0.0
icd507,ishikawa - pastillas de freno,58.0,0.0,0,verde,4.3,100.0,0,0.0
icd510,ishikawa - pastillas de freno,208.0,0.0,1,verde,3.52,400.0,0,0.0
icd526,ishikawa - pastillas de freno,20.0,0.0,0,verde,4.76,50.0,0,0.0
icd530,ishikawa - pastillas de freno,78.0,0.0,0,verde,4.4,100.0,0,0.0
icd537,ishikawa - pastillas de freno,16.0,0.0,0,verde,3.3,50.0,0,0.0
icd550,ishikawa - pastillas de freno,18.0,0.0,0,verde,4.43,50.0,0,0.0
icd562,ishikawa - pastillas de freno,62.0,0.0,0,verde,5.75,100.0,0,0.0
icd580,ishikawa - pastillas de freno,53.0,0.0,0,verde,3.78,100.0,0,0.0
icd602,ishikawa - pastillas de freno,84.0,0.0,0,verde,3.3,100.0,0,0.0
icd660,ishikawa - pastillas de freno,169.0,0.0,0,verde,3.05,160.0,0,0.0
icd691,ishikawa - pastillas de freno,102.0,0.0,0,verde,4.54,100.0,0,0.0
icd733,ishikawa - pastillas de freno,67.0,0.0,0,verde,2.9,100.0,0,0.0
icd772,ishikawa - pastillas de freno,15.0,0.0,0,verde,6.27,50.0,0,0.0
icd813,ishikawa - pastillas de freno,71.0,0.0,0,verde,3.64,100.0,0,0.0
icd830,ishikawa - pastillas de freno,61.0,0.0,0,verde,5.56,100.0,0,0.0
icd831,ishikawa - pastillas de freno,208.0,0.0,1,verde,3.16,100.0,0,0.0
icd864,ishikawa - pastillas de freno,27.0,0.0,0,verde,5.41,100.0,0,0.0
icd866,ishikawa - pastillas de freno,42.0,0.0,0,verde,4.94,100.0,0,0.0
icd868,ishikawa - pastillas de freno,70.0,0.0,0,verde,3.65,100.0,0,0.0
icd929,ishikawa - pastillas de freno,102.0,0.0,0,verde,4.81,100.0,0,0.0
icd941,ishikawa - pastillas de freno,19.0,0.0,0,verde,4.48,50.0,0,0.0
icd976,ishikawa - pastillas de freno,995.0,0.0,3,verde,4.7,1000.0,0,0.0
ik16tt#4,denso - bujias - japon,96.0,0.0,0,verde,5.33,96.0,0,0.0
ik20tt,denso - bujias - japon,192.0,0.0,0,verde,5.25,192.0,0,0.0
ikh20tt,denso - bujias - japon,38.0,0.0,0,verde,6.57,96.0,0,0.0
isc599,exedy - japon,39.0,0.0,0,verde,167.19,40.0,0,0.0
isd102us,exedy - japon,34.0,0.0,0,verde,50.16,40.0,0,0.0
j002,ito koyama - resortes,188.0,0.0,2,verde,6.51,176.0,0,0.0
j602905010,ito koyama - amortiguadores,1.0,0.0,0,verde,12.47,56.0,0,0.0
j602905020,ito koyama - amortiguadores,1.0,0.0,0,verde,12.47,56.0,0,0.0
j602915010,ito koyama - amortiguadores,9.0,0.0,0,verde,7.4,100.0,0,0.0
j692905010,ito koyama - amortiguadores,11.0,0.0,0,verde,12.9,56.0,0,0.0
j692905020,ito koyama - amortiguadores,9.0,0.0,0,verde,12.9,56.0,0,0.0
j692915010,ito koyama - amortiguadores,36.0,0.0,0,verde,9.43,100.0,0,0.0
jx-002a,ito koyama - palieres,0.0,0.0,0,verde,7.6,50.0,0,0.0
k-agenda,sin definicion,0.0,0.0,0,verde,45.40025046635273,500.0,0,0.0
k005,ito koyama - resortes,0.0,0.0,3,verde,6.3,200.0,0,0.0
k008n,ito koyama - resortes,12.0,0.0,0,verde,,,0,
k009,ito koyama - resortes,0.0,0.0,0,verde,7.5,176.0,0,0.0
k16hpr-u11,denso - bujias - japon,168.0,0.0,1,verde,3.19,192.0,0,0.0
k20hr-u11,denso - bujias - japon,64.0,0.0,0,verde,2.74,96.0,0,0.0
k20pr-u11,denso - bujias - japon,496.0,0.0,1,verde,0.99,576.0,0,0.0
kd235/75r17.5,deruibo,12.0,0.0,0,verde,66.0,20.0,0,0.0
ki-001,ito koyama - palieres,0.0,0.0,3,verde,7.5,100.0,0,0.0
ky01-34-700a,ito koyama - amortiguadores,35.0,0.0,0,verde,8.35,64.0,0,0.0
ky01-34-900a,ito koyama - amortiguadores,36.0,0.0,0,verde,8.35,64.0,0,0.0
l001n,ito koyama - resortes,0.0,0.0,0,verde,,,0,
lb-11102/2,mann - brasil,4.0,0.0,0,verde,38.23523143529892,32.0,0,0.0
lb-962/2,mann - brasil,94.0,0.0,0,verde,22.546018080711367,60.0,0,0.0
lm425/65r22.5,deruibo,16.0,0.0,0,verde,211.0,20.0,0,0.0
lmp215/75r17.5,deruibo,20.0,0.0,0,verde,61.0,20.0,0,0.0
mb523022uf,exedy - japon,3.0,0.0,0,verde,46.84,9.0,0,0.0
mb659129u,exedy - japon,139.0,0.0,0,verde,105.05,200.0,0,0.0
mf540015un,exedy - japon,162.0,0.0,0,verde,64.84,200.0,0,0.0
mfc540,exedy - japon,54.0,0.0,0,verde,39.51,60.0,0,0.0
mfc558,exedy - japon,9.0,0.0,0,verde,76.63,10.0,0,0.0
mfc560,exedy - japon,9.0,0.0,0,verde,85.11,20.0,0,0.0
mfc615,exedy - japon,37.0,0.0,0,verde,88.43,40.0,0,0.0
mfd004,exedy - japon,30.0,0.0,0,verde,66.84,40.0,0,0.0
mfd015un,exedy - japon,74.0,0.0,0,verde,33.43,80.0,0,0.0
mfd067u,exedy - japon,32.0,0.0,0,verde,97.61,40.0,0,0.0
mi-015,ito koyama - palieres,30.0,0.0,0,verde,7.74,50.0,0,0.0
mi-016,ito koyama - palieres,159.0,0.0,0,verde,5.92,200.0,0,0.0
mi-2351a,ito koyama - palieres,47.0,0.0,0,verde,6.6,50.0,0,0.0
mi-620a,ito koyama - palieres,32.0,0.0,0,verde,6.6,50.0,0,0.0
mi-621,ito koyama - palieres,0.0,0.0,0,verde,7.5,50.0,0,0.0
mi-940l,ito koyama - palieres,59.0,0.0,0,verde,29.3,50.0,0,0.0
mi-940r,ito koyama - palieres,60.0,0.0,0,verde,26.7,50.0,0,0.0
mi005n,ito koyama - resortes,0.0,0.0,0,verde,,,0,
mr-151235,ito koyama - amortiguadores,136.0,0.0,0,verde,5.9,100.0,0,0.0
mr-992632,ito koyama - amortiguadores,60.0,0.0,0,verde,5.5,120.0,0,0.0
mr491430,ito koyama - amortiguadores,86.0,0.0,0,verde,10.4,104.0,0,0.0
